,alpha,mu,omega,logposterior
1413,0.06671988,2.0099058,0.8175769,-1956.4110107421875
1414,0.06707932,2.0079691,0.8188084,-1955.9168701171875
1415,0.06707932,2.0079691,0.8188084,-1956.606201171875
1416,0.06707932,2.0079691,0.8188084,-1956.3421630859375
1417,0.06741661,1.9800518,0.8215195,-1955.87548828125
1418,0.066281594,1.9809196,0.8263842,-1955.8878173828125
1419,0.0670844,1.9903684,0.8347665,-1956.5899658203125
1420,0.0670844,1.9903684,0.8347665,-1957.22802734375
1421,0.0670844,1.9903684,0.8347665,-1960.7149658203125
1422,0.06770404,1.9921806,0.8330344,-1957.5484619140625
1423,0.068955034,1.9791076,0.8320472,-1955.8599853515625
1424,0.06913285,2.01957,0.8265324,-1954.6121826171875
1425,0.06913285,2.01957,0.8265324,-1954.67333984375
1426,0.06913285,2.01957,0.8265324,-1954.278076171875
1427,0.06871948,2.0078084,0.83189744,-1955.142822265625
1428,0.068553,2.013255,0.82758653,-1955.845703125
1429,0.067888044,1.9992623,0.8315037,-1954.9931640625
